code	name	link
3 01 217 41 51 4	Фильтр полипропиленовый, отработанный при фильтрации водно-спиртового раствора и алкогольной продукции в производстве дистиллированных алкогольных напитков	/fkko/30121741514/
3 01 220 00 00 0	Отходы производства вина из винограда, сидра и прочих плодовых вин	/fkko/30122000000/
3 01 220 01 20 5	Гребни виноградные	/fkko/30122001205/
3 01 220 02 29 5	Выжимки сладкие	/fkko/30122002295/
3 01 220 03 39 5	Дрожжевые осадки жидкие	/fkko/30122003395/
3 01 220 04 29 5	Дрожжевые осадки отжатые	/fkko/30122004295/
3 01 221 00 00 0	Отходы при брожении сусла и выдержке вина	/fkko/30122100000/
3 01 222 01 20 4	Винный камень	/fkko/30122201204/
3 01 223 11 32 4	Осадки клеевые при производстве виноматериала	/fkko/30122311324/
3 01 226 11 61 4	Картон фильтровальный, отработанный при фильтрации виноматериалов	/fkko/30122611614/
3 01 226 12 61 4	Картон фильтровальный, отработанный при фильтрации напитков на виноградной основе, шампанского	/fkko/30122612614/
3 01 226 13 61 5	Фильтры из минеральных материалов и картона, отработанные при фильтрации виноматериала	/fkko/30122613615/
3 01 226 15 51 5	Картон фильтровальный, отработанный при фильтрации винного купажа	/fkko/30122615515/
3 01 226 21 39 4	Кизельгур, отработанный при фильтрации вина	/fkko/30122621394/
3 01 226 23 39 4	Бентонит, отработанный при фильтрации виноматериалов	/fkko/30122623394/
3 01 226 24 30 5	Отходы бентонита при осветлении виноматериалов, содержащие виноградные выжимки	/fkko/30122624305/
3 01 230 00 00 0	Отходы производства прочих недистиллированных напитков из сброженных материалов	/fkko/30123000000/
3 01 233 14 39 5	Осадок при оклейке вина	/fkko/30123314395/
3 01 240 00 00 0	Отходы производства пива и солода	/fkko/30124000000/
3 01 240 01 49 5	Сплав ячменя	/fkko/30124001495/
3 01 240 02 49 5	Зерновая оболочка солода	/fkko/30124002495/
3 01 240 03 29 5	Солодовые ростки	/fkko/30124003295/
3 01 240 04 42 4	Пыль солодовая	/fkko/30124004424/
3 01 240 05 29 5	Дробина солодовая (пивная)	/fkko/30124005295/
3 01 240 06 29 5	Дробина хмелевая	/fkko/30124006295/
3 01 240 07 39 5	Дрожжи пивные отработанные	/fkko/30124007395/
3 01 240 08 29 5	Белковый отстой (прессованный)	/fkko/30124008295/
3 01 240 11 49 5	Сплав ржи	/fkko/30124011495/
3 01 240 51 71 4	Отходы очистки растительного сырья для производства пива от камней и металлопримесей	/fkko/30124051714/
3 01 241 21 31 5	Белковый фильтрат при производстве пива	/fkko/30124121315/
3 01 242 21 32 5	Осадок отстоя продуктов брожения при производстве пива	/fkko/30124221325/
3 01 245 11 49 5	Кизельгур, отработанный при фильтрации пива	/fkko/30124511495/
3 01 245 21 60 5	Фильтры картонные, отработанные при фильтрации пива	/fkko/30124521605/
3 01 245 22 60 4	Фильтры картонные, отработанные при фильтрации пива малоопасные	/fkko/30124522604/
3 01 248 11 30 4	Осадок механической очистки сточных вод производства солода	/fkko/30124811304/
3 01 248 41 33 4	Ил избыточный обезвоженный биологической очистки сточных вод производства солода	/fkko/30124841334/
3 01 250 00 00 0	Отходы производства безалкогольных напитков, производства минеральных и прочих питьевых вод	/fkko/30125000000/
3 01 251 11 29 4	Дрожжевые осадки, отработанные при производстве кваса	/fkko/30125111294/
3 01 251 12 32 5	Дрожжевые осадки при осветлении кваса в его производстве	/fkko/30125112325/
3 01 252 51 52 4	Фильтры полипропиленовые, отработанные при производстве минеральных вод	/fkko/30125251524/
3 01 253 51 60 4	Ткань фильтровальная, отработанная при осветлении соков в их производстве	/fkko/30125351604/
3 01 281 11 39 4	Отходы флотационной очистки сточных вод производства алкогольных и безалкогольных напитков обезвоженные	/fkko/30128111394/
3 01 290 00 00 0	Прочие отходы производства напитков	/fkko/30129000000/
3 01 294 11 40 5	Фильтры с углем из скорлупы кокосовых орехов, отработанные при водоподготовке в производстве напитков	/fkko/30129411405/
3 01 295 11 60 5	Картон фильтровальный, отработанный при производстве безалкогольных напитков	/fkko/30129511605/
3 01 295 31 20 5	Отходы пробки корковой при производстве напитков	/fkko/30129531205/
3 01 295 41 52 4	Брак укупорочных изделий из полиэтилена при производстве напитков	/fkko/30129541524/
3 01 300 00 00 0	Отходы производства табака и табачных изделий	/fkko/30130000000/
3 01 305 00 00 0	Отходы подготовки сырья для производства табачных изделий	/fkko/30130500000/
3 01 305 11 32 5	Глицериновая суспензия при приготовлении соусов и ароматизаторов в производстве табачных изделий	/fkko/30130511325/
3 01 305 12 49 5	Сметки, содержащие сахар, при приготовлении соусов и ароматизаторов в производстве табачных изделий	/fkko/30130512495/
3 01 305 19 32 5	Брак соусов и ароматизаторов в производстве табачных изделий	/fkko/30130519325/
3 01 305 31 61 4	Мешковина джутовая, загрязненная табаком и табачной пылью	/fkko/30130531614/
3 01 305 32 61 5	Мешковина льняная, загрязненная табаком	/fkko/30130532615/
3 01 310 00 00 0	Отходы при ферментации табака (некондиционная арматура)	/fkko/30131000000/
3 01 330 00 00 0	Отходы производства восстановленного табака	/fkko/30133000000/
3 01 331 11 23 5	Брак восстановленного табака	/fkko/30133111235/
3 01 333 11 61 5	Технологическое сукно, отработанное при формировании табачного полотна при производстве восстановленного табака	/fkko/30133311615/
3 01 340 00 00 0	Отходы производства табачных изделий	/fkko/30134000000/
3 01 342 11 40 3	Табак, загрязненный при переработке табака и производстве сигаретной продукции	/fkko/30134211403/
3 01 343 11 20 5	Отходы клея пищевого при производстве сигаретной продукции	/fkko/30134311205/
3 01 343 12 62 5	Отходы сигаретных фильтров в их производстве	/fkko/30134312625/
3 01 343 13 61 5	Отходы ацетатного волокна при производстве фильтров сигаретных	/fkko/30134313615/
3 01 343 21 39 5	Отходы пищевых ароматизаторов при производстве табачной продукции	/fkko/30134321395/
3 01 349 00 00 0	Отходы утилизации табачных изделий	/fkko/30134900000/
3 01 349 11 60 5	Отходы при дроблении бракованных сигарет	/fkko/30134911605/
3 01 375 11 39 4	Отходы зачистки газоочистного оборудования производства табачных изделий, содержащие преимущественно пыль табака	/fkko/30137511394/
3 01 380 00 00 0	Отходы очистки сточных вод при производстве табачных изделий	/fkko/30138000000/
3 01 383 11 23 5	Остатки табачной мелочи, жилок табачного листа при механической очистке сточных вод производства восстановленного табака	/fkko/30138311235/
3 01 383 12 39 5	Осадок механической и биологической очистки сточных вод производства восстановленного табака обезвоженный	/fkko/30138312395/
3 01 390 00 00 0	Прочие отходы производства табачных изделий	/fkko/30139000000/
3 01 390 01 49 5	Остатки табачной мелочи, жилки табачного листа	/fkko/30139001495/
3 01 390 02 42 3	Пыль табачная	/fkko/30139002423/
3 01 391 11 40 4	Остатки табачной мелочи, жилки табачного листа, включая пыль табачную	/fkko/30139111404/
3 01 395 11 50 4	Ленты конвейерные из полимерных материалов, загрязненные табачной пылью	/fkko/30139511504/
3 01 397 21 23 4	Фильтрующая загрузка из древесины в кусковой форме, отработанная при очистке вентиляционных выбросов в производстве табачных изделий	/fkko/30139721234/
3 01 397 31 60 4	Фильтры тканевые, загрязненные табачной пылью при аспирации воздуха в производстве табачных изделий	/fkko/30139731604/
3 01 651 51 10 3	Отходы мойки оборудования производств пищевых продуктов и напитков с применением моющих и дезинфицирующих средств на основе надуксусной кислоты	/fkko/30165151103/
3 01  1 87 29 5	Скорлупа яиц сельскохозяйственных птиц при производстве пищевых продуктов	/fkko/301 18741295/
3 02 000 00 00 0	ОТХОДЫ ПРОИЗВОДСТВА ТЕКСТИЛЬНЫХ ИЗДЕЛИЙ	/fkko/30200000000/
3 02 100 00 00 0	Отходы подготовки и прядения текстильных волокон	/fkko/30210000000/
3 02 110 00 00 0	Отходы подготовки и прядения текстильных волокон из хлопка	/fkko/30211000000/
3 02 111 00 00 0	Отходы первичной переработки хлопка-сырца	/fkko/30211100000/
3 02 111 01 23 5	Улюк волокнистый	/fkko/30211101235/
3 02 111 02 23 5	Волокно хлопковое регенерированное	/fkko/30211102235/
3 02 111 03 23 5	Пух хлопковый	/fkko/30211103235/
3 02 111 04 23 5	Подбор волокна хлопкового	/fkko/30211104235/
3 02 111 05 23 5	Окрайки волокна хлопкового	/fkko/30211105235/
3 02 111 06 42 4	Пыль хлопковая	/fkko/30211106424/
3 02 112 00 00 0	Отходы изготовления хлопчатобумажной пряжи	/fkko/30211200000/
3 02 112 10 00 0	Отходы пуха хлопчатобумажной пряжи	/fkko/30211210000/
3 02 112 11 23 5	Пух подвальный	/fkko/30211211235/
3 02 112 12 23 5	Пух трепальный	/fkko/30211212235/
3 02 112 13 23 5	Пух чесальный	/fkko/30211213235/
3 02 112 20 00 0	Отходы орешка хлопчатобумажной пряжи	/fkko/30211220000/
3 02 112 21 23 5	Орешек трепальный	/fkko/30211221235/
3 02 112 22 23 5	Орешек чесальный	/fkko/30211222235/
3 02 112 30 00 0	Отходы очеса хлопчатобумажной пряжи	/fkko/30211230000/
3 02 112 31 23 5	Очес кардный	/fkko/30211231235/
3 02 112 32 23 5	Очес гребенной	/fkko/30211232235/
3 02 119 11 61 5	Отходы низких стандартов (включая очесы, прядильные отходы и расщипанное сырье) при подготовке и прядении текстильных волокон из хлопка	/fkko/30211911615/
3 02 120 00 00 0	Отходы подготовки и прядения текстильных волокон из льна	/fkko/30212000000/
3 02 121 00 00 0	Отходы волокнистые льняные	/fkko/30212100000/
3 02 121 10 00 0	Отходы костры	/fkko/30212110000/
3 02 121 11 23 5	Костра льняная	/fkko/30212111235/
3 02 121 12 23 5	Костра лубяных волокон	/fkko/30212112235/
3 02 121 20 00 0	Отходы угаров льняных	/fkko/30212120000/
3 02 121 21 23 5	Угары необработанные льняные	/fkko/30212121235/
3 02 121 22 23 5	Угары обработанные льняные	/fkko/30212122235/
3 02 121 50 00 0	Прочие отходы подготовки и прядения текстильных волокон из льна	/fkko/30212150000/
3 02 121 51 23 5	Пух трепальный от льняной пряжи	/fkko/30212151235/
3 02 130 00 00 0	Отходы подготовки и прядения текстильных волокон из шерсти	/fkko/30213000000/
3 02 131 00 00 0	Отходы волокнистые шерстяные	/fkko/30213100000/
3 02 131 11 23 5	Отходы прядомые шерстяные	/fkko/30213111235/
3 02 131 21 23 5	Отходы непрядомые шерстяные	/fkko/30213121235/
3 02 131 31 23 5	Отходы перемотки и вязания	/fkko/30213131235/
3 02 140 00 00 0	Отходы подготовки и прядения текстильных волокон из шелка	/fkko/30214000000/
3 02 141 00 00 0	Отходы волокнистые шелковые	/fkko/30214100000/
3 02 141 01 23 5	Отходы шелка-сырца	/fkko/30214101235/
3 02 141 02 23 5	Угары от шелкового производства	/fkko/30214102235/
3 02 141 03 23 5	Отходы искусственных нитей и волокон	/fkko/30214103235/
3 02 141 04 23 5	Отходы синтетических нитей и волокон	/fkko/30214104235/
3 02 190 00 00 0	Прочие отходы подготовки и прядения текстильных волокон	/fkko/30219000000/
3 02 191 00 00 0	Отходы смешанных волокон	/fkko/30219100000/
3 02 200 00 00 0	Отходы производства текстильных тканей	/fkko/30220000000/
3 02 210 00 00 0	Отходы производства тканей из натуральных волокон, кроме хлопка (шелковых, шерстяных, льняных, джутовых и прочих лубяных волокон)	/fkko/30221000000/
3 02 211 00 00 0	Отходы производства тканей из шелковых волокон	/fkko/30221100000/
3 02 211 01 23 5	Лоскут весовой тканей из шелковых нитей	/fkko/30221101235/
3 02 212 00 00 0	Отходы производства тканей из шерстяных волокон	/fkko/30221200000/
3 02 212 01 23 5	Концы пряжи шерстяных волокон	/fkko/30221201235/
3 02 212 02 23 5	Путанка шерстяных волокон	/fkko/30221202235/
3 02 212 03 23 5	Лоскут весовой шерстяных тканей	/fkko/30221203235/
3 02 213 00 00 0	Отходы производства тканей из льняных волокон	/fkko/30221300000/
3 02 213 01 23 5	Путанка льняной пряжи и нитей	/fkko/30221301235/
3 02 213 02 23 5	Лоскут весовой льняных тканей	/fkko/30221302235/
3 02 214 00 00 0	Отходы производства тканей из джутовых волокон	/fkko/30221400000/
3 02 219 00 00 0	Отходы производства тканей из прочих лубяных волокон	/fkko/30221900000/
3 02 220 00 00 0	Отходы производства хлопчатобумажных тканей	/fkko/30222000000/
3 02 220 01 23 5	Путанка хлопковых волокон	/fkko/30222001235/
3 02 220 02 23 5	Концы пряжи хлопковых волокон	/fkko/30222002235/
3 02 220 03 23 5	Подметь ткацкая	/fkko/30222003235/
3 02 220 04 23 5	Лоскут весовой тканей из хлопковых волокон	/fkko/30222004235/
3 02 230 00 00 0	Отходы производства тканей из химических комплексных нитей и штапельных волокон	/fkko/30223000000/
3 02 231 31 23 4	Отходы полиамидной нити и ткани при производстве полиамидной ткани	/fkko/30223131234/
3 02 240 00 00 0	Отходы производства ворсовых, махровых полотенечных тканей и аналогичных махровых тканей	/fkko/30224000000/
3 02 250 00 00 0	Отходы производства искусственного меха ткацким способом	/fkko/30225000000/
3 02 290 00 00 0	Прочие отходы производства текстильных тканей	/fkko/30229000000/
3 02 300 00 00 0	Отходы отделки тканей и текстильных изделий	/fkko/30230000000/
3 02 310 00 00 0	Отходы отбеливания и окрашивания текстиля, волокон, тканей и текстильных изделий (включая готовую одежду)	/fkko/30231000000/
3 02 318 21 39 4	Отходы флотационной очистки сточных вод крашения и отбеливания волокон в производстве пряжи, содержащие преимущественно натуральные волокна	/fkko/30231821394/
3 02 320 00 00 0	Отходы нанесения водозащитного слоя, специальных покрытий, прорезинивания, пропитки одежды	/fkko/30232000000/
3 02 330 00 00 0	Отходы нанесения рисунка на текстильные изделия и готовую одежду	/fkko/30233000000/
3 02 333 11 33 3	Отходы печатной краски при нанесении рисунка на текстильные изделия	/fkko/30233311333/
3 02 333 21 31 4	Отходы фотоэмульсии при смыве шаблонов рисунка для нанесения на текстильные изделия в их производстве	/fkko/30233321314/
3 02 900 00 00 0	Отходы производства прочих текстильных изделий	/fkko/30290000000/
3 02 910 00 00 0	Отходы производства трикотажного и вязаного полотна	/fkko/30291000000/
3 02 911 11 62 5	Лоскут весовой смешанных волокон при производстве трикотажного полотна	/fkko/30291111625/
3 02 911 12 60 5	Отходы смешанных волокон при производстве трикотажного полотна	/fkko/30291112605/
3 02 917 11 42 4	Пыль смешанных волокон при производстве трикотажного полотна и изделий из него	/fkko/30291711424/
3 02 920 00 00 0	Отходы производства готовых текстильных изделий (кроме одежды)	/fkko/30292000000/
3 02 925 11 60 4	Отходы брезентовых тканей при производстве готовых текстильных изделий	/fkko/30292511604/
3 02 930 00 00 0	Отходы производства ковров и ковровых изделий	/fkko/30293000000/
3 02 940 00 00 0	Отходы производства канатов, веревок, шпагата и сетей	/fkko/30294000000/
3 02 943 11 10 3	Отходы жидких парафинов при пропитке лент из текстильных волокон в их производстве	/fkko/30294311103/
3 02 950 00 00 0	Отходы производства прочих технических и промышленных текстильных изделий	/fkko/30295000000/
3 02 952 11 29 4	Отходы полиэтиленовой пленки (подложки), загрязненной резиновым клеем при производстве прорезиненных тканей	/fkko/30295211294/
3 02 952 12 60 4	Отходы текстиля (подложки), загрязненные резиновым клеем при производстве прорезиненных тканей	/fkko/30295212604/
3 02 953 11 62 4	Отходы разбраковки прорезиненных тканей и обрезки кромки при производстве прорезиненных тканей и изделий из них	/fkko/30295311624/
3 02 953 21 60 4	Обрезная кромка при производстве клеенки на основе тканей с покрытием из поливинилхлорида	/fkko/30295321604/
3 02 955 00 00 0	Отходы производства текстильных материалов с пропиткой	/fkko/30295500000/
3 02 955 31 60 4	Отходы технических тканей с пропиткой из синтетических волокон в их производстве	/fkko/30295531604/
3 02 955 51 60 4	Обтирочный материал, загрязненный пропиточным раствором при производстве технических тканей с пропиткой из синтетических волокон	/fkko/30295551604/
3 02 955 71 31 3	Отходы (воды) промывки технологического оборудования производства технических тканей с пропиткой из синтетических волокон, загрязненные пропиточным раствором	/fkko/30295571313/
3 02 955 72 33 4	Осадок физико-химической очистки сточных вод промывки технологического оборудования от остатков пропиточного раствора при производстве технических тканей с пропиткой из синтетических волокон	/fkko/30295572334/
3 02 956 00 00 0	Отходы производства текстильных материалов и изделий технического назначения	/fkko/30295600000/
3 02 956 11 31 3	Отходы пропиточного состава на основе резорцин-формальдегидных смол и латекса при пропитке ткани в производстве прорезиненных текстильных материалов	/fkko/30295611313/
3 02 956 30 00 0	Отходы производства геосетки из полиэфирного волокна	/fkko/30295630000/
3 02 956 31 60 3	Отходы геосетки из полиэфирных волокон, пропитанной дисперсией акрилового сополимера, при производстве геосетки	/fkko/30295631603/
3 02 956 32 60 3	Отходы геосетки из полиэфирных волокон, пропитанной дисперсией поливинилхлоридов в пластификаторе, при производстве геосетки	/fkko/30295632603/
3 02 956 34 39 3	Отходы чистки оборудования при производстве геосетки из полиэфирных волокон, пропитанной дисперсией акрилового сополимера	/fkko/30295634393/
3 02 956 35 39 3	Отходы чистки оборудования при производстве геосетки из полиэфирных волокон, пропитанной дисперсией поливинилхлоридов в пластификаторе	/fkko/30295635393/
3 02 956 36 60 4	Обтирочный материал, загрязненный дисперсией акрилового сополимера при производстве геосетки из полиэфирных волокон, пропитанной дисперсией акрилового сополимера	/fkko/30295636604/
3 02 956 37 60 3	Обтирочный материал, загрязненный дисперсией поливинилхлоридов в пластификаторе при производстве геосетки из полиэфирных волокон, пропитанной дисперсией поливинилхлоридов в пластификаторе	/fkko/30295637603/
3 02 956 51 60 3	Обрезки фторлоновой ткани при ее производстве	/fkko/30295651603/
3 02 960 00 00 0	Отходы производства нетканых материалов и изделий из них	/fkko/30296000000/
3 02 961 21 61 5	Отходы хлопчатобумажного волокна при прочесе в производстве нетканого полотна	/fkko/30296121615/
3 02 965 11 23 4	Обрезки и обрывки нетканых синтетических материалов в их производстве	/fkko/30296511234/
3 02 966 11 31 4	Эмульсия несиликонсодержащая, отработанная при пропитке полипропиленового нетканого полотна	/fkko/30296611314/
3 02 990 00 00 0	Отходы производства прочих текстильных изделий	/fkko/30299000000/
3 02 991 00 00 0	Отходы производства кружевного сетчатого и гардинно-тюлевого полотна, а также кружев и вышитых изделий	/fkko/30299100000/
3 02 991 10 00 0	Отходы лоскута весового кружевного сетчатого и гардинно-тюлевого полотна	/fkko/30299110000/
3 02 991 11 23 5	Лоскут весовой тюля гардинного перевивочного	/fkko/30299111235/
3 02 991 12 23 5	Лоскут весовой полотна гардинного вязаного	/fkko/30299112235/
3 02 991 13 23 5	Лоскут весовой полотна тюлевого гладкого	/fkko/30299113235/
3 02 991 14 23 5	Лоскут весовой полотна кружевного	/fkko/30299114235/
3 02 992 00 00 0	Отходы производства фетра и войлока	/fkko/30299200000/
3 02 992 10 00 0	Отходы производства войлочной продукции	/fkko/30299210000/
3 02 992 11 23 5	Обрезь валяльно-войлочной продукции	/fkko/30299211235/
3 02 992 41 61 4	Отходы шерстяные волокнистые при валке в производстве валяной продукции	/fkko/30299241614/
3 02 992 71 42 4	Пыль шерстяная от шлифовки валяльно-войлочной продукции	/fkko/30299271424/
3 02 992 81 39 4	Отходы механической очистки сточных вод производства валяльно-войлочной продукции	/fkko/30299281394/
3 02 993 00 00 0	Отходы производства ваты из текстильных материалов	/fkko/30299300000/
3 02 994 51 29 4	Отходы перьев и пуха при переработке отходов пера	/fkko/30299451294/
3 03 000 00 00 0	ОТХОДЫ ПРОИЗВОДСТВА ОДЕЖДЫ	/fkko/30300000000/
3 03 100 00 00 0	Отходы производства одежды (кроме одежды из меха)	/fkko/30310000000/
3 03 110 00 00 0	Отходы производства одежды из тканей	/fkko/30311000000/
3 03 111 00 00 0	Обрезки тканей при производстве одежды	/fkko/30311100000/
3 03 111 01 23 5	Обрезки и обрывки хлопчатобумажных тканей	/fkko/30311101235/
3 03 111 02 23 5	Обрезки и обрывки льняных тканей	/fkko/30311102235/
3 03 111 03 23 5	Обрезки и обрывки шерстяных тканей	/fkko/30311103235/
3 03 111 04 23 5	Обрезки и обрывки полушерстяных тканей	/fkko/30311104235/
3 03 111 05 23 5	Обрезки и обрывки шелковых тканей	/fkko/30311105235/
3 03 111 09 23 5	Обрезки и обрывки смешанных тканей	/fkko/30311109235/
3 03 111 21 23 5	Обрезки и обрывки тканей из полиамидного волокна	/fkko/30311121235/
3 03 111 22 23 5	Обрезки и обрывки тканей из полиэфирного волокна	/fkko/30311122235/
3 03 111 23 23 5	Обрезки и обрывки тканей из полиакрилового волокна	/fkko/30311123235/
3 03 120 00 00 0	Отходы производства одежды из кожи	/fkko/30312000000/
3 03 121 00 00 0	Отходы при раскрое одежды из кожи	/fkko/30312100000/
3 03 121 01 29 5	Обрезь кожи при раскрое одежды	/fkko/30312101295/
3 03 200 00 00 0	Отходы производства меховых изделий	/fkko/30320000000/
3 03 210 00 00 0	Отходы подножного лоскута	/fkko/30321000000/
3 03 210 01 29 5	Подножный лоскут от меховых овчин	/fkko/30321001295/
3 03 210 02 29 5	Подножный лоскут от шубных овчин	/fkko/30321002295/
3 03 210 03 29 5	Подножный лоскут от шкурок каракуля	/fkko/30321003295/
3 03 210 04 29 5	Подножный лоскут от шкурок кролика	/fkko/30321004295/
3 03 210 05 29 5	Подножный лоскут от шкурок норки	/fkko/30321005295/
3 03 220 00 00 0	Отходы скорняжного лоскута	/fkko/30322000000/
3 03 220 01 29 5	Скорняжный лоскут от меховых овчин	/fkko/30322001295/
3 03 220 02 29 5	Скорняжный лоскут от шубных овчин	/fkko/30322002295/
3 03 220 03 29 5	Скорняжный лоскут от шкурок каракуля	/fkko/30322003295/
3 03 220 04 29 5	Скорняжный лоскут от шкурок кролика	/fkko/30322004295/
3 03 500 00 00 0	Отходы производства вязаных и трикотажных изделий	/fkko/30350000000/
3 03 510 00 00 0	Отходы производства вязаных и трикотажных чулочно-носочных изделий	/fkko/30351000000/
3 03 510 01 23 5	Срыв, не подлежащий роспуску	/fkko/30351001235/
3 03 510 02 23 5	Срыв-роспуск	/fkko/30351002235/
3 03 510 03 23 5	Кеттельная обрезь (стрижка)	/fkko/30351003235/
3 03 590 00 00 0	Отходы производства прочих вязаных и трикотажных изделий	/fkko/30359000000/
3 04 000 00 00 0	ОТХОДЫ ПРОИЗВОДСТВА КОЖИ, ИЗДЕЛИЙ ИЗ КОЖИ	/fkko/30400000000/
3 04 100 00 00 0	Отходы дубления и выделки кожи, выделки и крашения меха	/fkko/30410000000/
3 04 105 11 49 4	Отходы уборки складских помещений хранения реагентов для хромового дубления кожи	/fkko/30410511494/
3 04 110 00 00 0	Отходы подготовительного процесса обработки кожевенного сырья	/fkko/30411000000/
3 04 111 00 00 0	Мездра	/fkko/30411100000/
3 04 111 01 23 4	Мездра	/fkko/30411101234/
3 04 111 02 39 5	Мездра гольевая	/fkko/30411102395/
3 04 114 11 20 5	Спилок желатиновый при обработке шкур	/fkko/30411411205/
3 04 120 00 00 0	Отходы процесса дубления кожевенного сырья	/fkko/30412000000/
3 04 121 00 00 0	Отходы хромового дубления	/fkko/30412100000/
3 04 121 01 29 4	Обрезки спилка хромовой кожи	/fkko/30412101294/
3 04 121 71 20 3	Отходы хромсодержащие чистки оборудования по рекуперации хромового дубителя при производстве кожи	/fkko/30412171203/
3 04 122 00 00 0	Отходы комбинированного дубления	/fkko/30412200000/
3 04 123 00 00 0	Отходы жирового дубления	/fkko/30412300000/
3 04 130 00 00 0	Отходы процесса отделки кожевенного сырья	/fkko/30413000000/
3 04 131 00 00 0	Отходы строгания кож	/fkko/30413100000/
3 04 131 01 22 4	Стружка кож хромового дубления	/fkko/30413101224/
3 04 132 00 00 0	Отходы шлифовки кож	/fkko/30413200000/
3 04 132 01 39 4	Шлам от шлифовки кож	/fkko/30413201394/
3 04 132 02 42 4	Кожная пыль (мука)	/fkko/30413202424/
3 04 133 00 00 0	Отходы крашения кож	/fkko/30413300000/
3 04 160 00 00 0	Отходы первичной обработки пушно-мехового сырья	/fkko/30416000000/
3 04 163 11 43 4	Опилки древесные отработанные в результате откатки меха	/fkko/30416311434/
3 04 180 00 00 0	Отходы очистки сточных вод при дублении и выделке кожи, выделке и крашении меха	/fkko/30418000000/
3 04 181 11 39 5	Отходы механической и физико-химической очистки сточных вод производства натуральной кожи обезвоженные	/fkko/30418111395/
3 04 200 00 00 0	Отходы производства искусственных кож или заменителей кожи и изделий из них	/fkko/30420000000/
3 04 241 11 39 2	Отходы отгонки избытка пластификатора диоктилфталата при производстве искусственной кожи на основе хлорвиниловой смолы	/fkko/30424111392/
3 04 242 11 10 3	Конденсат пластификаторов при производстве искусственных кож с преимущественным содержанием дибутилфталата	/fkko/30424211103/
3 04 252 11 62 4	Отходы сортировки переплетных материалов на бумажной основе	/fkko/30425211624/
3 04 253 11 29 4	Отходы бумаги с силиконовым покрытием (подложки) при производстве искусственных кож	/fkko/30425311294/
3 04 253 12 29 4	Отходы коричневого картона (подложки), загрязненного тальком, при производстве искусственных кож	/fkko/30425312294/
3 04 261 12 29 4	Отходы при обрезке кромок и сортировке искусственных кож и тентовых материалов	/fkko/30426112294/
3 04 271 11 51 4	Упаковка бумажная, загрязненная реагентами для производства искусственных кож и переплетных материалов	/fkko/30427111514/
3 04 280 00 00 0	Отходы газоочистки производства искусственных кож или заменителей кожи и изделий из них	/fkko/30428000000/
3 04 280 11 42 3	Пыль поливинилхлорида от газоочистки в производстве искусственных кож	/fkko/30428011423/
3 04 291 11 20 3	Песок, загрязненный конденсатом пластификаторов	/fkko/30429111203/
3 04 291 12 20 4	Грунт, загрязненный при ликвидации проливов конденсата пластификаторов производства искусственных кож	/fkko/30429112204/
3 04 291 31 61 3	Ткань фильтровальная стекловолоконная, загрязненная пластификатором при газоочистке в производстве искусственной кожи	/fkko/30429131613/
3 04 300 00 00 0	Отходы производства обуви	/fkko/30430000000/
3 04 310 00 00 0	Отходы процесса раскроя кож в производстве обуви	/fkko/30431000000/
3 04 311 00 00 0	Обрезки кожевенные	/fkko/30431100000/
3 04 311 01 29 4	Обрезь кож хромового дубления	/fkko/30431101294/
3 04 311 02 29 5	Обрезь кож нехромового дубления	/fkko/30431102295/
3 04 311 03 29 5	Обрезь жесткого кожевенного товара	/fkko/30431103295/
3 04 312 00 00 0	Вырубки кожевенные	/fkko/30431200000/
3 04 313 00 00 0	Лоскут кожевенный	/fkko/30431300000/
3 04 320 00 00 0	Отходы пошива обуви из кожи	/fkko/30432000000/
3 04 330 00 00 0	Отходы пошива обуви из искусственной кожи	/fkko/30433000000/
3 04 332 11 29 4	Отходы искусственной обувной кожи при производстве обуви	/fkko/30433211294/
3 04 351 11 71 4	Отходы материалов текстильных прорезиненных при производстве резиновой клееной обуви	/fkko/30435111714/
3 04 353 11 20 5	Отходы полиолефиновых эластомеров обувных, затвердевших при производстве обуви	/fkko/30435311205/
3 04 391 11 60 4	Отходы искусственного меха и тканей двух-, трехслойных для пошива обуви в смеси	/fkko/30439111604/
3 04 391 12 29 4	Отходы искусственного обувного меха при производстве обуви	/fkko/30439112294/
3 04 391 13 29 4	Отходы натурального обувного меха при производстве обуви	/fkko/30439113294/
3 04 392 11 29 4	Отходы обувного картона при производстве обуви	/fkko/30439211294/
3 04 396 11 60 4	Обтирочный материал, загрязненный обувным клеем при производстве обуви	/fkko/30439611604/
3 04 396 22 52 4	Кисти, загрязненные обувным клеем при производстве обуви	/fkko/30439622524/
3 04 900 00 00 0	Отходы производства прочих изделий из кожи	/fkko/30490000000/
3 04 911 11 29 4	Обрезь натуральной кожи различного способа дубления в смеси	/fkko/30491111294/
3 05 000 00 00 0	ОТХОДЫ ОБРАБОТКИ ДРЕВЕСИНЫ И ПРОИЗВОДСТВА ИЗДЕЛИЙ ИЗ ДЕРЕВА	/fkko/30500000000/
3 05 010 00 00 0	Отходы транспортировки и хранения древесного сырья	/fkko/30501000000/
3 05 011 11 71 4	Отходы зачистки транспортных средств и площадок разгрузки и хранения древесного сырья	/fkko/30501111714/
3 05 100 00 00 0	Кора древесная при транспортировке, хранении, окорке древесины	/fkko/30510000000/
3 05 100 01 21 4	Отходы коры	/fkko/30510001214/
