code	name	link
3 63 813 11 10 2	Смешанные стоки обработки поверхности металлов и нанесения покрытий на металлы, содержащие преимущественно карбонаты и цианиды щелочных металлов	/fkko/36381311102/
3 63 820 00 00 0	Отходы зачистки ванн при обработке поверхности металлов и нанесения покрытий на металлы в смеси	/fkko/36382000000/
3 63 821 11 33 2	Отходы зачистки ванн обработки поверхности металлов и нанесения покрытий на металлы в смеси обезвоженные, содержащие преимущественно соединения тяжелых металлов, неорганические фосфаты, сульфаты	/fkko/36382111332/
3 63 822 11 33 2	Отходы зачистки ванн обработки поверхности металлов и нанесения покрытий на металлы в смеси обезвоженные, содержащие преимущественно соединения титана, железа, хрома	/fkko/36382211332/
3 63 823 11 33 2	Отходы зачистки ванн обработки поверхности металлов и нанесения покрытий на металлы в смеси обезвоженные, содержащие неорганические цианиды, соединения хрома, железа	/fkko/36382311332/
3 63 825 11 33 4	Осадок при щелочной и сульфидной обработке водной суспензии смеси отходов зачистки ванн обработки поверхности металлов обезвоженный	/fkko/36382511334/
3 63 830 00 00 0	Отходы обезвреживания растворов, отработанных при обработке поверхности металлов и нанесения покрытий на металлы	/fkko/36383000000/
3 63 831 11 33 4	Осадок обезвоженный смеси обезвреженных (кислотно-щелочных, хромсодержащих, циансодержащих) растворов, отработанных при обработке поверхности металлов и нанесения покрытий на металлы	/fkko/36383111334/
3 63 900 00 00 0	Отходы прочих видов обработки поверхности металлов и нанесения покрытий на металлы	/fkko/36390000000/
3 63 910 00 00 0	Отходы обработки металлических поверхностей методом нанесения газотермического напыления (плазменного, детонационного, газопламенного)	/fkko/36391000000/
3 63 911 11 42 4	Пыль газоочистки при газодинамическом напылении порошков на металлические поверхности, содержащая преимущественно олово и алюминий	/fkko/36391111424/
3 63 912 11 41 3	Отходы порошка на основе никеля при плазменном напылении на металлические поверхности	/fkko/36391211413/
3 63 912 51 41 3	Отходы порошка при газодинамическом напылении металлов, содержащего цинк, медь, алюминий	/fkko/36391251413/
3 63 920 00 00 0	Отходы обработки металлических поверхностей методом нанесения вакуумного напыления (вакуумно-плазменного, электронно-лучевого)	/fkko/36392000000/
3 63 931 21 30 4	Раствор светочувствительный, содержащий хром (vi) и желатин, отработанный при нанесении изображений на металлические поверхности (содержание хрома (vi) менее 4%)	/fkko/36393121304/
3 63 940 00 00 0	Отходы обработки металлических поверхностей методом полирования	/fkko/36394000000/
3 63 941 21 20 3	Отходы приготовления полировальных паст на основе оксидов хрома и кремния для полирования металлических поверхностей	/fkko/36394121203/
3 63 942 00 00 0	Отходы обработки металлических поверхностей методом электрохимического полирования	/fkko/36394200000/
3 63 942 61 10 3	Растворы и электролиты отработанные в смеси при обработке металлических поверхностей методом электрохимического полирования на основе серной и фосфорной кислот	/fkko/36394261103/
3 63 943 00 00 0	Отходы обработки металлических поверхностей методом электролитно-плазменного полирования	/fkko/36394300000/
3 63 943 11 10 4	Электролит электролитно-плазменного полирования на основе сульфата аммония отработанный	/fkko/36394311104/
3 63 950 00 00 0	Отходы обработки металлических поверхностей методом оксидирования	/fkko/36395000000/
3 63 951 00 00 0	Отходы обработки металлических поверхностей методом химического оксидирования	/fkko/36395100000/
3 63 951 20 00 0	Осадки ванн химического оксидирования металлических поверхностей	/fkko/36395120000/
3 63 951 21 39 3	Осадок ванн щелочного химического оксидирования поверхностей черных металлов	/fkko/36395121393/
3 63 951 50 00 0	Растворы химического оксидирования металлических поверхностей отработанные, содержащие хромовый ангидрид	/fkko/36395150000/
3 63 951 51 10 2	Растворы на основе хромового ангидрида и фосфорной кислоты, отработанные при химическом оксидировании алюминиевых поверхностей	/fkko/36395151102/
3 63 951 52 10 3	Растворы на основе хромового ангидрида и железосинеродистого калия, отработанные при химическом оксидировании металлических поверхностей	/fkko/36395152103/
3 63 952 00 00 0	Отходы обработки металлических поверхностей методом электрохимического оксидирования	/fkko/36395200000/
3 63 952 11 10 3	Электролит электрохимического оксидирования металлических поверхностей на основе хромовой кислоты отработанный	/fkko/36395211103/
3 63 952 21 10 2	Электролит электрохимического оксидирования металлических поверхностей на основе серной кислоты	/fkko/36395221102/
3 63 952 61 10 3	Растворы и электролиты отработанные в смеси при обработке металлических поверхностей методом электрохимического оксидирования на основе серной кислоты	/fkko/36395261103/
3 63 953 50 00 0	Отходы обезвреживания отработанных растворов химического оксидирования металлических поверхностей, содержащих хромовый ангидрид	/fkko/36395350000/
3 63 953 51 20 3	Осадок обезвреживания сульфатом железа (ii) растворов химического оксидирования алюминиевых поверхностей на основе хромового ангидрида и фосфорной кислоты обезвоженный	/fkko/36395351203/
3 63 954 00 00 0	Отходы обработки металлических поверхностей методом холодного чернения	/fkko/36395400000/
3 63 954 21 30 4	Растворы холодного чернения и обезжиривания отработанные в смеси при обработке металлических поверхностей методом холодного чернения	/fkko/36395421304/
3 63 960 00 00 0	Отходы обработки металлических поверхностей методом диффузионной металлизации	/fkko/36396000000/
3 63 961 11 49 3	Отходы обработки металлических поверхностей методом термодиффузионного цинкования	/fkko/36396111493/
3 63 970 00 00 0	Отходы обработки металлических поверхностей методом погружения в расплав	/fkko/36397000000/
3 63 971 11 20 3	Отходы очистки зеркала расплава свинца при горячем свинцевании металлических поверхностей	/fkko/36397111203/
3 63 971 20 00 0	Отходы при горячем цинковании металлических поверхностей	/fkko/36397120000/
3 63 971 21 20 3	Отходы очистки зеркала расплава цинка при горячем цинковании металлических поверхностей	/fkko/36397121203/
3 63 971 22 20 3	Отходы зачистки ванн цинкования при горячем цинковании металлических поверхностей	/fkko/36397122203/
3 63 971 31 20 3	Отходы очистки зеркала оловянно-свинцового расплава при лужении металлических поверхностей	/fkko/36397131203/
3 63 971 32 20 3	Отходы очистки зеркала расплава свинца при лужении металлических поверхностей	/fkko/36397132203/
3 63 971 51 33 3	Отходы регенерации перекисью водорода отработанного раствора флюса при горячем цинковании металлических поверхностей	/fkko/36397151333/
3 63 974 21 10 3	Растворы на основе соляной кислоты, отработанные при удалении цинковых покрытий с металлических поверхностей	/fkko/36397421103/
3 63 975 31 20 4	Отходы очистки древесными опилками от примесей металлов оловянно-свинцового расплава лужения металлических поверхностей	/fkko/36397531204/
3 63 976 00 00 0	Отходы газоочистки при обработке металлических поверхностей методом погружения в расплав	/fkko/36397600000/
3 63 976 21 42 3	Пыль газоочистки цинксодержащая при горячем цинковании металлических поверхностей	/fkko/36397621423/
3 63 981 11 20 4	Отходы при очистке ванн карбонитрации металлических поверхностей	/fkko/36398111204/
3 63 992 81 20 3	Отходы зачистки ванн химической обработки (очистки) металлических поверхностей в расплаве на основе гидроксида и солей натрия	/fkko/36399281203/
3 63  6 21 20 4	Электролит анодно-механической резки металлов на основе жидкого стекла, затвердевший	/fkko/363 62101204/
3 66 000 00 00 0	Отходы производства прочих готовых металлических изделий	/fkko/36600000000/
3 66 100 00 00 0	Отходы производства металлических бочек и аналогичных емкостей	/fkko/36610000000/
3 66 120 00 00 0	Отходы производства тары металлической легкой	/fkko/36612000000/
3 66 123 31 20 3	Отходы цинксодержащие при пайке корпуса консервной банки с использованием флюса на основе хлорида цинка	/fkko/36612331203/
3 66 300 00 00 0	Отходы производства изделий из проволоки, цепей и пружин	/fkko/36630000000/
3 66 341 11 20 3	Отходы (остатки) нихромовой проволоки при изготовлении нихромовой спирали	/fkko/36634111203/
3 66 351 21 29 4	Остатки обмазочной смеси при отмывке бракованных электродов в производстве электродов	/fkko/36635121294/
3 66 351 31 10 4	Воды промывки технологического оборудования производства сварочных электродов	/fkko/36635131104/
3 69 000 00 00 0	Прочие отходы при производстве готовых металлических изделий	/fkko/36900000000/
3 69 700 00 00 0	Отходы газоочистки при производстве готовых металлических изделий	/fkko/36970000000/
3 69 751 11 42 4	Пыль газоочистки при производстве электродов сварочных	/fkko/36975111424/
3 69 800 00 00 0	Отходы очистки производственных сточных вод при производстве готовых металлических изделий	/fkko/36980000000/
3 69 851 11 39 4	Осадок механической очистки производственных сточных вод, загрязненных бериллием, содержащий преимущественно диоксид кремния	/fkko/36985111394/
3 69 861 11 39 4	Осадок нейтрализации известковым молоком и отработанными щелочными растворами смеси кислотосодержащих отходов производства готовых металлических изделий, содержащий преимущественно диоксид кремния	/fkko/36986111394/
3 70 000 00 00 0	ОТХОДЫ ПРОИЗВОДСТВА МАШИН И ОБОРУДОВАНИЯ	/fkko/37000000000/
3 71 000 00 00 0	Отходы производства компьютеров, электронных и оптических изделий	/fkko/37100000000/
3 71 100 00 00 0	Отходы производства элементов электронной аппаратуры и печатных схем (плат)	/fkko/37110000000/
3 71 110 00 00 0	Отходы производства элементов электронной аппаратуры	/fkko/37111000000/
3 71 111 51 10 3	Раствор смеси азотной и фтористоводородной кислот, отработанный при обработке кварцевых реакторов в производстве элементов электронной аппаратуры	/fkko/37111151103/
3 71 112 00 00 0	Отходы производства диодов, транзисторов и прочих полупроводниковых приборов, включая светоизлучающие диоды, пьезоэлектрические приборы и их части	/fkko/37111200000/
3 71 112 31 39 4	Отходы механической обработки кварца при изготовлении изделий пьезоэлектроники, содержащие нефтепродукты (содержание нефтепродуктов менее 10%)	/fkko/37111231394/
3 71 112 32 40 4	Отходы кристаллического кварца при его распиловке для изготовления изделий пьезоэлектроники незагрязненные	/fkko/37111232404/
3 71 112 35 20 4	Отходы серебра при металлизации поверхности изделий пьезоэлектроники	/fkko/37111235204/
3 71 112 41 60 2	Отходы текстильных изделий из хлопчатобумажного волокна, загрязненных мышьяком при ионном легировании в производстве базовых матричных кристаллов	/fkko/37111241602/
3 71 112 51 10 3	Воды, содержащие галогенированные растворители, при промывке пьезоэлементов	/fkko/37111251103/
3 71 112 52 10 3	Растворители нефтяного происхождения, загрязненные фоторезистом при промывке керамических диэлектриков	/fkko/37111252103/
3 71 112 53 10 2	Отходы ацетона, загрязненные фоторезистом при фотолитографии в производстве полупроводниковых приборов	/fkko/37111253102/
3 71 112 54 10 2	Отходы смеси диметилформамида и моноэтаноламина, загрязненные фоторезистом при фотолитографии в производстве полупроводниковых приборов	/fkko/37111254102/
3 71 112 55 10 3	Диметилформамид обводненный, загрязненный фоторезистом при обезжиривании и промывке поверхности полупроводниковых пластин и удалении фоторезиста	/fkko/37111255103/
3 71 112 56 10 3	Отходы смеси ацетона, изопропилового спирта, диметилформамида, загрязненные фоторезистом при отмывке пластин и оснастки в производстве полупроводниковых материалов	/fkko/37111256103/
3 71 114 00 00 0	Отходы производства кремниевых пластин для кремниевых полупроводниковых приборов	/fkko/37111400000/
3 71 114 21 32 3	Растворы на основе соединений сурьмы и фосфора, отработанные при легировании кремниевых пластин	/fkko/37111421323/
3 71 114 22 10 3	Растворы никелирования и цинкования кремниевых пластин отработанные	/fkko/37111422103/
3 71 114 23 10 4	Растворы на основе соединений хрома, отработанные при травлении кремниевых пластин	/fkko/37111423104/
3 71 117 51 32 4	Жидкие отходы промывки трубопроводов технологических стоков производства пьезокерамики на основе цирконата-титаната свинца	/fkko/37111751324/
3 71 117 81 20 4	Отходы зачистки оборудования приготовления суспензии пресс-порошка в производстве пьезокерамических деталей, содержащие преимущественно оксиды кальция, кремния, алюминия	/fkko/37111781204/
3 71 118 21 40 4	Отходы порошка при закалке пьезокерамических деталей в их производстве, содержащие преимущественно оксиды кальция, кремния, алюминия	/fkko/37111821404/
3 71 118 31 72 3	Отходы пьезокерамических материалов и пьезоэлементов на основе цирконата-титаната свинца в смеси при их производстве	/fkko/37111831723/
3 71 119 00 00 0	Прочие отходы производства элементов электронной аппаратуры	/fkko/37111900000/
3 71 119 21 20 4	Отходы кремниевых пластин в производстве кремниевых полупроводниковых приборов	/fkko/37111921204/
3 71 119 23 20 4	Отходы кварцевой оснастки при вакуумном напылении алюминия в производстве кремниевых полупроводниковых приборов	/fkko/37111923204/
3 71 119 62 52 4	Фильтры картриджные на основе полимерных волокон, загрязненные кремнием при очистке газов в производстве кремниевых полупроводниковых приборов	/fkko/37111962524/
3 71 120 00 00 0	Отходы производства электронных печатных плат	/fkko/37112000000/
3 71 121 11 39 3	Осадок нейтрализации известковым молоком отработанных растворов и промывных вод производства печатных плат	/fkko/37112111393/
3 71 121 12 39 3	Осадок нейтрализации сточных вод производства печатных плат	/fkko/37112112393/
3 71 121 21 33 4	Отходы обезвреживания растворов, отработанных в производстве печатных плат, методом осаждения и фильтрации	/fkko/37112121334/
3 71 122 11 10 3	Растворы перманганатные травления печатных плат отработанные	/fkko/37112211103/
3 71 122 13 10 3	Водный раствор калия железосинеродистого, отработанный при травлении пленок хрома поверхностей печатных плат в их производстве	/fkko/37112213103/
3 71 122 21 10 2	Растворы щелочные травления печатных плат отработанные	/fkko/37112221102/
3 71 122 22 32 3	Растворы слабощелочные, отработанные при производстве печатных плат	/fkko/37112222323/
3 71 122 31 10 4	Воды промывки печатных плат после их химической и гальванической обработки	/fkko/37112231104/
3 71 122 35 10 4	Воды промывки печатных плат, содержащие соединения марганца, при производстве печатных плат	/fkko/37112235104/
3 71 122 41 10 2	Моноэтаноламин, отработанный при промывке медных печатных плат в производстве печатных плат	/fkko/37112241102/
3 71 122 42 10 3	Отмывочная жидкость на водной основе, отработанная при отмывке печатных плат	/fkko/37112242103/
3 71 122 43 10 3	Спирт этиловый, загрязненный канифолью при обезжиривании печатных плат после пайки в их производстве	/fkko/37112243103/
3 71 122 44 10 4	Воды промывки печатных плат, нейтрализованные раствором едкого натра, при производстве печатных плат	/fkko/37112244104/
3 71 123 11 39 3	Отходы гидроабразивной обработки печатных плат в их производстве	/fkko/37112311393/
3 71 124 11 20 4	Отходы затвердевшего компаунда на основе эпоксидной диановой смолы при комплектовании микросхем и печатных плат	/fkko/37112411204/
3 71 124 13 20 3	Отходы полиэфирной смолы, затвердевшей в производстве печатных плат	/fkko/37112413203/
3 71 124 31 30 3	Отходы фоторезиста при изготовлении фоторезистивной маски на микрополосковых платах в производстве печатных плат	/fkko/37112431303/
3 71 124 32 20 4	Обрезки фоторезиста при нанесении фоторезиста на заготовки печатных плат в их производстве	/fkko/37112432204/
3 71 124 34 20 3	Отходы фоторезиста в производстве печатных плат, содержащие свинец (содержание свинца 2% и более)	/fkko/37112434203/
3 71 125 11 20 3	Обрезки стеклотекстолита при производстве печатных плат	/fkko/37112511203/
3 71 125 12 60 3	Обтирочный материал, загрязненный свинцом и оловом при изготовлении печатных плат	/fkko/37112512603/
3 71 125 14 60 5	Отходы фильтровальной бумаги при просушке печатных плат после гальванической обработки в их производстве	/fkko/37112514605/
3 71 126 11 20 3	Уголь активированный, отработанный в производстве печатных плат	/fkko/37112611203/
3 71 127 11 42 3	Пыль стеклотекстолита от газоочистки производства печатных плат	/fkko/37112711423/
3 71 127 12 42 4	Пыль стекловолокна от газоочистки производства печатных плат	/fkko/37112712424/
3 71 127 21 39 3	Отходы зачистки газоочистного оборудования при производстве печатных плат	/fkko/37112721393/
3 71 127 31 20 4	Отходы механической очистки ванн раздубливания печатных плат при производстве печатных плат	/fkko/37112731204/
3 71 127 41 30 3	Бутилацетат, отработанный при очистке оборудования в производстве печатных плат	/fkko/37112741303/
3 71 128 11 10 2	Электролит осаждения сплава олово-свинец, отработанный в производстве печатных плат	/fkko/37112811102/
3 71 128 21 39 4	Осадок нейтрализации гидроксидом натрия смеси электролитов, отработанных при производстве печатных плат	/fkko/37112821394/
3 71 129 21 20 5	Брак металлокерамических плат в производстве печатных плат	/fkko/37112921205/
3 71 171 21 39 3	Осадок при обработке известковым молоком медь-, фтор- и фосфорсодержащих сточных вод производств элементов электронной аппаратуры	/fkko/37117121393/
3 71 176 21 20 4	Ионообменные смолы, отработанные при очистке медьсодержащих сточных вод производств элементов электронной аппаратуры	/fkko/37117621204/
3 71 176 31 52 4	Фильтры угольные, отработанные при очистке медьсодержащих сточных вод производств элементов электронной аппаратуры	/fkko/37117631524/
3 71 184 13 20 5	Отходы компаунда полиуретанового затвердевшего при изготовлении элементов электронной аппаратуры и печатных схем (плат)	/fkko/37118413205/
3 71 185 12 30 4	Отходы влагозащитной полимерной композиции при производстве элементов электронной аппаратуры	/fkko/37118512304/
3 71 200 00 00 0	Отходы производства компьютеров и периферийного оборудования	/fkko/37120000000/
3 71 300 00 00 0	Отходы производства коммуникационного оборудования	/fkko/37130000000/
3 71 316 11 71 4	Отходы разнородных пластмасс в смеси при производстве деталей для радиоаппатуры	/fkko/37131611714/
3 71 316 51 52 3	Брак радиодеталей коммутационной аппаратуры, содержащих цветные металлы	/fkko/37131651523/
3 71 331 51 52 3	Брак узлов сборных коммутационной аппаратуры, состоящих преимущественно из цветных металлов	/fkko/37133151523/
3 71 621 41 61 3	Отходы полисульфоновых волокон при производстве фильтров для гемодиализного оборудования	/fkko/37162141613/
3 71 700 00 00 0	Отходы производства оптических приборов, фото- и кинооборудования	/fkko/37170000000/
3 71 711 21 33 4	Отходы шлифования стеклянных изделий с использованием шлифующих паст на основе оксида алюминия и карбида кальция при производстве оптических изделий	/fkko/37171121334/
3 71 715 12 20 4	Отходы наклеечных и полировальных смол на основе канифоли и пека соснового	/fkko/37171512204/
3 71 715 14 20 4	Отходы гипсовой блокирующей смеси, отработанной в производстве оптических изделий	/fkko/37171514204/
3 71 715 31 41 3	Смесь порошков алюминия и меди при обработке оптических деталей методом газодинамического напыления в производстве оптических изделий	/fkko/37171531413/
3 71 717 21 39 4	Осадок при отстаивании сточных вод при производстве оптических деталей	/fkko/37171721394/
3 71 725 11 20 5	Бой керамических изделий при производстве оптического стекла	/fkko/37172511205/
3 71 726 11 20 5	Бой оптического стекла зашамоченный при его обработке в производстве приборов оптических	/fkko/37172611205/
3 71 731 11 61 4	Вата хлопковая медицинская, отработанная при протирке оптических линз в производстве оптических изделий	/fkko/37173111614/
3 72 000 00 00 0	Отходы производства электрического оборудования	/fkko/37200000000/
3 72 100 00 00 0	Отходы производства электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры	/fkko/37210000000/
3 72 135 51 20 4	Отходы затвердевшего компаунда на основе эпоксидных смол и кварца при производстве трансформаторов	/fkko/37213551204/
3 72 135 61 52 4	Брак обмотки с литой изоляцией силовых трансформаторов в их производстве	/fkko/37213561524/
3 72 160 00 00 0	Отходы производства высоковольтных вводов	/fkko/37216000000/
3 72 163 11 20 3	Отходы четырехкомпонентного компаунда на основе эпоксидно-диановой смолы, отвержденные при выемке остовов из вакуумных котлов после застывания компаунда при производстве высоковольтных вводов	/fkko/37216311203/
3 72 163 51 20 3	Отходы бумаги, пропитанной четырехкомпонентным компаундом, отвержденной при механической обработке остовов в производстве высоковольтных вводов	/fkko/37216351203/
3 72 164 11 39 3	Отходы промывки системы подачи четырехкомпонентного компаунда на основе эпоксидно-диановой смолы в вакуумные котлы неотвержденные при производстве высоковольтных вводов	/fkko/37216411393/
3 72 164 21 39 3	Отходы двухкомпонентного полимерного компаунда при очистке заливочных воронок при производстве высоковольтных вводов	/fkko/37216421393/
3 72 167 11 42 3	Пыль бумаги, пропитанной четырехкомпонентным компаундом, при очистке рукавных фильтров пылеулавливающих установок в производстве высоковольтных вводов	/fkko/37216711423/
3 72 168 11 60 3	Фильтры рукавные из полимерных волокон, загрязненные пылью бумаги, пропитанной компаундом, при производстве высоковольтных вводов	/fkko/37216811603/
3 72 200 00 00 0	Отходы производства электрических аккумуляторов и аккумуляторных батарей	/fkko/37220000000/
3 72 210 00 00 0	Отходы производства литиевых батарей	/fkko/37221000000/
3 72 211 11 10 4	Растворы неорганических солей, отработанные при переработке активной массы литиевых элементов в производстве литий-ионных элементов	/fkko/37221111104/
3 72 211 12 20 3	Твердые отходы переработки активной массы литиевых элементов при производстве литий-ионных элементов	/fkko/37221112203/
3 72 212 11 20 3	Отходы и брак диоксидмарганцевых электродов при производстве первичных диоксидмарганцевых литиевых источников тока	/fkko/37221211203/
3 72 212 12 10 2	Отходы электролита при производстве первичных диоксидмарганцевых литиевых источников тока	/fkko/37221212102/
3 72 213 11 20 3	Отходы и брак литиевых электродов при производстве первичных литиевых источников тока	/fkko/37221311203/
3 72 220 00 00 0	Отходы производства никель-кадмиевых батарей и аккумуляторов	/fkko/37222000000/
3 72 224 11 20 2	Отходы никельсодержащие, включая брак, при производстве никелевых электродов	/fkko/37222411202/
3 72 224 21 20 2	Отходы кадмийсодержащие при приготовлении активной массы, изготовлении и разбраковке кадмиевых электродов	/fkko/37222421202/
3 72 224 41 20 2	Токоотвод, загрязненный кадмием при производстве кадмиевых электродов	/fkko/37222441202/
3 72 224 61 20 2	Обтирочный материал из натуральных и синтетических волокон, отработанный при производстве кадмиевых электродов, загрязненный кадмием (содержание кадмия 15% и более)	/fkko/37222461202/
3 72 224 64 60 4	Обтирочный материал из натуральных и синтетических волокон, отработанный при производстве никелевых электродов, загрязненный никелем (содержание никеля менее 15%)	/fkko/37222464604/
3 72 224 66 51 4	Перчатки резиновые, отработанные при производстве никелевых электродов, загрязненные никелем	/fkko/37222466514/
3 72 224 67 51 3	Перчатки резиновые, отработанные при производстве кадмиевых электродов, загрязненные кадмием (содержание кадмия более 1%)	/fkko/37222467513/
3 72 224 68 51 3	Вкладыш полиэтиленовый упаковки сырья для производства кадмиевых электродов, загрязненный оксидом кадмия (содержание кадмия более 1%)	/fkko/37222468513/
3 72 224 71 52 2	Картридж целлюлозный фильтра очистки выбросов в производстве кадмиевых электродов, загрязненный кадмием (содержание кадмия 15% и более)	/fkko/37222471522/
3 72 224 73 52 3	Картридж целлюлозный фильтра очистки выбросов в производстве никелевых электродов, загрязненный никелем (содержание никеля 15% и более)	/fkko/37222473523/
3 72 226 00 00 0	Отходы производства никель-кадмиевых аккумуляторов	/fkko/37222600000/
3 72 226 21 20 2	Огарки кадмия при получении оксида кадмия плавкой в производстве никель-кадмиевых аккумуляторов	/fkko/37222621202/
3 72 226 31 60 4	Ткань фильтровальная, отработанная при фильтровании никельсодержащих растворов при получении гидрата закиси никеля в производстве никель-кадмиевых аккумуляторов	/fkko/37222631604/
3 72 226 32 60 4	Фильтры рукавные, отработанные при получении оксида кадмия в производстве никель-кадмиевых аккумуляторов	/fkko/37222632604/
3 72 226 61 20 3	Отходы ламели никель-кадмиевых аккумуляторов после выбивки катодных масс никель-кадмиевых аккумуляторов	/fkko/37222661203/
3 72 226 62 20 2	Отходы анодных пластин никель-кадмиевых аккумуляторов	/fkko/37222662202/
3 72 226 63 20 2	Отходы катодных пластин никель-кадмиевых аккумуляторов	/fkko/37222663202/
3 72 226 65 42 2	Пыль кадмийсодержащая при изготовлении и зачистке кадмиевых электродов для никель-кадмиевых аккумуляторов	/fkko/37222665422/
3 72 226 71 39 3	Отходы (осадок) нейтрализации сточных вод производства никель-кадмиевых аккумуляторов	/fkko/37222671393/
3 72 226 91 39 3	Осадок при растворении никельсодержащих отходов производства никель-кадмиевых аккумуляторов	/fkko/37222691393/
3 72 230 00 00 0	Отходы производства никель-металлгидридных аккумуляторов и аккумуляторных батарей	/fkko/37223000000/
3 72 231 11 33 3	Остатки (отходы) приготовления отрицательной активной массы электродов при производстве никель-металлгидридных аккумуляторов	/fkko/37223111333/
3 72 231 12 33 2	Остатки (отходы) приготовления положительной активной массы электродов при производстве никель-металлгидридных аккумуляторов	/fkko/37223112332/
3 72 232 11 52 2	Отходы и брак отрицательных электродов никель-металлгидридных аккумуляторов и брак в их производстве	/fkko/37223211522/
3 72 232 12 52 2	Отходы и брак положительных электродов никель-металлгидридных аккумуляторов в их производстве	/fkko/37223212522/
3 72 233 11 53 2	Брак никель-металлгидридных аккумуляторов в их производстве	/fkko/37223311532/
3 72 240 00 00 0	Отходы производства литий-ионных аккумуляторов	/fkko/37224000000/
3 72 242 21 30 2	Отходы электролита литий-ионных аккумуляторов при их производстве	/fkko/37224221302/
3 72 243 11 53 2	Брак литий-ионных аккумуляторов в их производстве	/fkko/37224311532/
3 72 250 00 00 0	Отходы производства марганцево-цинковых батарей	/fkko/37225000000/
3 72 251 11 41 2	Отходы и брак приготовления положительной активной массы электродов при производстве марганцево-цинковых батарей	/fkko/37225111412/
3 72 251 21 33 2	Отходы и брак приготовления отрицательной активной массы электродов при производстве марганцево-цинковых батарей	/fkko/37225121332/
3 72 251 31 33 2	Отходы и брак электролитной пасты, содержащей гидроксид калия, при приготовлении электролитной пасты в производстве марганцево-цинковых батарей	/fkko/37225131332/
3 72 260 00 00 0	Отходы производства серебряно-цинковых аккумуляторов и аккумуляторных батарей	/fkko/37226000000/
3 72 261 11 33 3	Отходы и брак приготовления отрицательной активной массы электродов при производстве серебряно-цинковых аккумуляторов	/fkko/37226111333/
3 72 271 00 00 0	Отходы производства водоактивируемых батарей	/fkko/37227100000/
3 72 271 11 20 4	Отходы магния при приготовлении магниевых контейнеров для производства водоактивируемых батарей	/fkko/37227111204/
3 72 271 21 20 3	Отходы шихты на основе меди (i) хлорида активированной при приготовлении положительной активной массы электродов в производстве водоактивируемых батарей	/fkko/37227121203/
